user_id,age_group,city_tier,subscription_plan,new_subscription_plan,upgrade_or_not
UIDLC9078398e107,18-24,Tier 2,Premium,Basic,0
UIDLC908225b7242,25-34,Tier 3,Basic,Free,0
UIDLC908638b2fd2,25-34,Tier 3,Basic,Free,0
UIDLC908a890e856,35-44,Tier 2,Basic,Free,0
UIDLC908b2d05217,45+,Tier 3,Basic,Free,0
UIDLC908dd297df4,45+,Tier 3,Basic,Free,0
UIDLC9090544d5ec,25-34,Tier 2,Premium,Basic,0
UIDLC9092030f3a3,18-24,Tier 3,Premium,Basic,0
UIDLC90931707a25,25-34,Tier 1,Free,Premium,1
UIDLC90978f3d3b3,35-44,Tier 1,Free,Basic,1
UIDLC9097c0b4c2c,35-44,Tier 2,Premium,Basic,0
UIDLC9098bca945c,35-44,Tier 2,Free,Basic,1
UIDLC909a361ff05,18-24,Tier 3,Basic,Free,0
UIDLC909a8ddde3e,25-34,Tier 1,Premium,Free,0
UIDLC90a60d9e0b3,35-44,Tier 1,Basic,Free,0
UIDLC90a6e69833b,25-34,Tier 2,Premium,Free,0
UIDLC90a7ccd8ccc,25-34,Tier 3,Free,Basic,1
UIDLC90a893e6d29,18-24,Tier 2,Basic,Free,0
UIDLC90a9a1c985d,35-44,Tier 3,Premium,Basic,0
UIDLC90ab4238bcc,35-44,Tier 2,Basic,Premium,1
UIDLC90abe3a4754,45+,Tier 2,Free,Basic,1
UIDLC90b3188c005,18-24,Tier 1,Basic,Free,0
UIDLC90b3e085ccb,25-34,Tier 1,Premium,Free,0
UIDLC90b622ad419,18-24,Tier 1,Premium,Free,0
UIDLC90b68081420,35-44,Tier 1,Premium,Free,0
UIDLC90b90e27ac9,45+,Tier 1,Premium,Free,0
UIDLC90ba261592d,18-24,Tier 2,Basic,Free,0
UIDLC90bac12d4c0,35-44,Tier 2,Basic,Free,0
UIDLC90bb82bdd80,25-34,Tier 3,Premium,Free,0
UIDLC90bbbdf40bc,18-24,Tier 2,Premium,Free,0
UIDLC90bbf60644a,18-24,Tier 3,Basic,Free,0
UIDLC90bf6de9b42,45+,Tier 3,Free,Basic,1
UIDLC90c1a85d1b8,35-44,Tier 1,Free,Basic,1
UIDLC90c4acabdf2,35-44,Tier 1,Basic,Free,0
UIDLC90c7622fd8e,35-44,Tier 2,Basic,Free,0
UIDLC90d2eef7e70,35-44,Tier 1,Premium,Free,0
UIDLC90daea484db,45+,Tier 3,Basic,Premium,1
UIDLC90db294792c,25-34,Tier 2,Premium,Free,0
UIDLC90dffb8ed8c,35-44,Tier 2,Premium,Basic,0
UIDLC90e18093db9,25-34,Tier 1,Premium,Free,0
UIDLC90e20d0f837,18-24,Tier 3,Free,Basic,1
UIDLC90e294faab3,45+,Tier 1,Premium,Free,0
UIDLC90e2ef8bab0,25-34,Tier 1,Free,Basic,1
UIDLC90e5c7e8f33,18-24,Tier 2,Premium,Free,0
UIDLC90e63c95272,18-24,Tier 1,Free,Basic,1
UIDLC90e65dba882,18-24,Tier 2,Basic,Free,0
UIDLC90e68e76bcf,18-24,Tier 1,Premium,Free,0
UIDLC90e99cfd853,35-44,Tier 3,Premium,Free,0
UIDLC90ea08106f0,25-34,Tier 2,Premium,Free,0
UIDLC90f039117ab,45+,Tier 2,Basic,Free,0
UIDLC90f1566a5a1,18-24,Tier 1,Premium,Basic,0
UIDLC90f39904b53,18-24,Tier 3,Basic,Free,0
UIDLC90f492907e0,25-34,Tier 2,Premium,Free,0
UIDLC90f9759eea7,18-24,Tier 3,Basic,Free,0
UIDLC90fc3465dbc,25-34,Tier 3,Basic,Free,0
UIDLC90fdedfaecc,25-34,Tier 3,Premium,Free,0
UIDLC90fe8648cd3,25-34,Tier 2,Basic,Free,0
UIDLC90ff7d6cf8b,25-34,Tier 3,Basic,Free,0
UIDLC910270899f5,25-34,Tier 1,Premium,Free,0
UIDLC9102ccc3b1b,18-24,Tier 2,Basic,Free,0
UIDLC91048458d47,18-24,Tier 2,Basic,Free,0
UIDLC9105f707435,35-44,Tier 2,Premium,Free,0
UIDLC9106445f599,25-34,Tier 1,Premium,Free,0
UIDLC910a62d5993,35-44,Tier 1,Basic,Premium,1
UIDLC910c8237c2c,25-34,Tier 1,Premium,Free,0
UIDLC910df1bcf1f,18-24,Tier 2,Premium,Basic,0
UIDLC9110ea06d7c,25-34,Tier 1,Basic,Premium,1
UIDLC91146fac25a,18-24,Tier 1,Premium,Free,0
UIDLC9117a9e567f,35-44,Tier 1,Basic,Premium,1
UIDLC9118cd2e366,25-34,Tier 1,Premium,Free,0
UIDLC9118daf2b83,25-34,Tier 3,Basic,Free,0
UIDLC911b76fd15b,25-34,Tier 2,Basic,Free,0
UIDLC911cde62183,18-24,Tier 3,Premium,Free,0
UIDLC911d642e3b0,18-24,Tier 3,Basic,Free,0
UIDLC911fef5dc50,18-24,Tier 1,Premium,Basic,0
UIDLC91246d36b83,25-34,Tier 1,Premium,Free,0
UIDLC91246d3f24e,18-24,Tier 3,Free,Basic,1
UIDLC9125199d5ae,18-24,Tier 1,Premium,Free,0
UIDLC9125375cdd4,35-44,Tier 3,Premium,Free,0
UIDLC91275b53c00,45+,Tier 1,Premium,Free,0
UIDLC9127d6feb96,18-24,Tier 3,Basic,Free,0
UIDLC9129994acde,35-44,Tier 2,Premium,Free,0
UIDLC91306fb9b1d,25-34,Tier 2,Premium,Free,0
UIDLC9132c644d19,18-24,Tier 1,Premium,Free,0
UIDLC91359d7fcd1,45+,Tier 3,Basic,Premium,1
UIDLC913b530fa48,18-24,Tier 1,Basic,Free,0
UIDLC913b54fa29f,35-44,Tier 2,Basic,Free,0
UIDLC913c680a013,35-44,Tier 1,Premium,Free,0
UIDLC913d678e32c,18-24,Tier 3,Premium,Free,0
UIDLC91432131d25,35-44,Tier 1,Free,Premium,1
UIDLC9144b6678b4,18-24,Tier 2,Basic,Free,0
UIDLC9146bd94aa8,25-34,Tier 1,Free,Basic,1
UIDLC91479066279,18-24,Tier 3,Basic,Free,0
UIDLC9148daef781,25-34,Tier 2,Basic,Free,0
UIDLC914c4936a18,25-34,Tier 1,Premium,Free,0
UIDLC914cd439ea2,25-34,Tier 3,Premium,Free,0
UIDLC914eaf169f9,25-34,Tier 3,Basic,Free,0
UIDLC914ebbc7a17,18-24,Tier 1,Basic,Free,0
UIDLC91554bcaff2,35-44,Tier 3,Basic,Free,0
UIDLC91568f06d39,35-44,Tier 3,Premium,Free,0
UIDLC9158ae2341a,25-34,Tier 3,Premium,Basic,0
UIDLC915d93d1274,25-34,Tier 2,Basic,Free,0
UIDLC915e192c982,18-24,Tier 1,Basic,Free,0
UIDLC915f63d000c,35-44,Tier 2,Basic,Premium,1
UIDLC91639c281b7,18-24,Tier 2,Premium,Free,0
UIDLC916eaf53e76,18-24,Tier 2,Premium,Basic,0
UIDLC9174d8ef611,18-24,Tier 1,Premium,Free,0
UIDLC917f3784ac9,18-24,Tier 1,Basic,Free,0
UIDLC9180176a269,18-24,Tier 2,Basic,Premium,1
UIDLC91808033b9a,35-44,Tier 1,Free,Basic,1
UIDLC9181c63a7dd,25-34,Tier 2,Basic,Free,0
UIDLC9183ed0496f,35-44,Tier 2,Basic,Free,0
UIDLC9184c32a643,25-34,Tier 2,Basic,Free,0
UIDLC9186f991380,18-24,Tier 1,Premium,Free,0
UIDLC9187fa4c130,35-44,Tier 3,Free,Basic,1
UIDLC918945d3f27,35-44,Tier 1,Basic,Premium,1
UIDLC918990615db,45+,Tier 1,Premium,Free,0
UIDLC918b1d5b740,25-34,Tier 1,Free,Basic,1
UIDLC918cc52845e,18-24,Tier 2,Basic,Free,0
UIDLC918d46505c4,25-34,Tier 2,Premium,Free,0
UIDLC918fac560e5,18-24,Tier 1,Basic,Free,0
UIDLC91955c3510b,45+,Tier 1,Free,Basic,1
UIDLC9195cffb1a8,25-34,Tier 1,Free,Basic,1
UIDLC9199034d3ef,18-24,Tier 3,Basic,Free,0
UIDLC919a55f9146,18-24,Tier 3,Premium,Free,0
UIDLC919c662f991,18-24,Tier 3,Basic,Free,0
UIDLC919c8947db8,18-24,Tier 2,Premium,Basic,0
UIDLC919db66be25,18-24,Tier 3,Basic,Free,0
UIDLC91a43043966,35-44,Tier 1,Premium,Free,0
UIDLC91a4728b704,18-24,Tier 1,Premium,Free,0
UIDLC91a80f5fb04,35-44,Tier 2,Free,Basic,1
UIDLC91a99d3b7ae,25-34,Tier 1,Free,Basic,1
UIDLC91a9c749c24,18-24,Tier 1,Premium,Free,0
UIDLC91aac080fce,25-34,Tier 1,Basic,Free,0
UIDLC91ab16eac04,18-24,Tier 3,Basic,Free,0
UIDLC91aee035911,18-24,Tier 2,Premium,Free,0
UIDLC91b4220f4dc,45+,Tier 2,Basic,Free,0
UIDLC91b495ddafc,25-34,Tier 2,Basic,Free,0
UIDLC91b7fb61f09,25-34,Tier 3,Free,Basic,1
UIDLC91b87c03fec,35-44,Tier 2,Basic,Free,0
UIDLC91b90e05628,25-34,Tier 1,Basic,Free,0
UIDLC91bae1ae2c8,25-34,Tier 1,Basic,Free,0
UIDLC91c15e35d9d,25-34,Tier 1,Basic,Free,0
UIDLC91c19083ed2,18-24,Tier 2,Basic,Free,0
UIDLC91cdb509daa,18-24,Tier 1,Free,Basic,1
UIDLC91d0928da5f,35-44,Tier 2,Basic,Free,0
UIDLC91d370d3add,35-44,Tier 2,Basic,Premium,1
UIDLC91d8faef1e7,18-24,Tier 2,Basic,Free,0
UIDLC91dc1a412c4,25-34,Tier 3,Basic,Free,0
UIDLC91dc6b83e27,18-24,Tier 2,Premium,Basic,0
UIDLC91df899f67a,18-24,Tier 1,Premium,Free,0
UIDLC91e0f0e01f9,18-24,Tier 1,Basic,Free,0
UIDLC91e138eeb2a,18-24,Tier 1,Premium,Free,0
UIDLC91e1a039148,25-34,Tier 1,Free,Premium,1
UIDLC91e24a0fef1,25-34,Tier 2,Premium,Free,0
UIDLC91e506dfc64,25-34,Tier 1,Premium,Free,0
UIDLC91ec73e49c3,18-24,Tier 2,Premium,Basic,0
UIDLC91ee5b61b2a,35-44,Tier 1,Free,Basic,1
UIDLC91efae727d2,25-34,Tier 2,Premium,Basic,0
UIDLC91f90671729,18-24,Tier 2,Basic,Free,0
UIDLC91f9f612d4e,25-34,Tier 1,Basic,Free,0
UIDLC91fbe39fcdf,35-44,Tier 3,Basic,Free,0
UIDLC91fe4b90e0b,18-24,Tier 3,Basic,Free,0
UIDLC91fea5cf12f,18-24,Tier 1,Basic,Free,0
UIDLC9200215d185,35-44,Tier 3,Free,Basic,1
UIDLC920188b6f11,18-24,Tier 1,Premium,Free,0
UIDLC92060b87a25,18-24,Tier 3,Basic,Free,0
UIDLC92060f788bf,25-34,Tier 2,Premium,Free,0
UIDLC92072d61f0d,25-34,Tier 2,Basic,Free,0
UIDLC92095653390,35-44,Tier 3,Free,Basic,1
UIDLC92099999ceb,25-34,Tier 2,Basic,Free,0
UIDLC920b86eeb20,18-24,Tier 3,Basic,Free,0
UIDLC92105b29b2d,18-24,Tier 1,Free,Basic,1
UIDLC9211b195967,35-44,Tier 2,Basic,Free,0
UIDLC9213c0d67db,18-24,Tier 3,Basic,Free,0
UIDLC92151af83b7,25-34,Tier 3,Basic,Free,0
UIDLC92176de9dda,35-44,Tier 1,Free,Basic,1
UIDLC921884195ca,18-24,Tier 2,Basic,Free,0
UIDLC9219a085c11,25-34,Tier 1,Premium,Free,0
UIDLC921f7012d59,35-44,Tier 1,Premium,Basic,0
UIDLC9221c27b88a,25-34,Tier 3,Basic,Premium,1
UIDLC9221e973b5e,18-24,Tier 1,Basic,Premium,1
UIDLC9229c1a82d0,18-24,Tier 2,Premium,Free,0
UIDLC92371a68c58,18-24,Tier 3,Basic,Free,0
UIDLC923aa270e2c,35-44,Tier 2,Premium,Free,0
UIDLC9240adee257,35-44,Tier 1,Premium,Basic,0
UIDLC9246cde6669,18-24,Tier 2,Basic,Free,0
UIDLC9246e653afa,35-44,Tier 1,Premium,Free,0
UIDLC9247807ae7a,18-24,Tier 2,Basic,Free,0
UIDLC92501be963d,18-24,Tier 2,Basic,Free,0
UIDLC9254a1449c7,25-34,Tier 1,Free,Basic,1
UIDLC9261846642e,18-24,Tier 1,Premium,Free,0
UIDLC926855b98e4,25-34,Tier 3,Premium,Free,0
UIDLC9269a7ef2a0,18-24,Tier 3,Premium,Free,0
UIDLC926b7ce1901,45+,Tier 3,Basic,Free,0
UIDLC926d9d60a66,18-24,Tier 2,Premium,Free,0
UIDLC926db43472c,25-34,Tier 2,Basic,Free,0
UIDLC927085072e2,25-34,Tier 1,Basic,Free,0
UIDLC9272358921e,25-34,Tier 2,Premium,Free,0
UIDLC92736451775,25-34,Tier 2,Free,Basic,1
UIDLC927409a6fd6,18-24,Tier 2,Basic,Free,0
UIDLC9275a611c99,25-34,Tier 2,Free,Premium,1
UIDLC9275c1d3c67,35-44,Tier 3,Premium,Basic,0
UIDLC92790f3adc7,18-24,Tier 2,Basic,Free,0
UIDLC928730d7ecd,18-24,Tier 2,Basic,Free,0
UIDLC92899ca3a28,35-44,Tier 2,Basic,Free,0
UIDLC928c69f9b4a,18-24,Tier 1,Premium,Basic,0
UIDLC928d020c11c,18-24,Tier 1,Premium,Basic,0
UIDLC9292e7aaf97,25-34,Tier 2,Premium,Free,0
UIDLC92956c3f9f3,25-34,Tier 2,Premium,Free,0
UIDLC929cbfe203c,35-44,Tier 3,Basic,Free,0
UIDLC92a1b6adc06,25-34,Tier 2,Basic,Premium,1
UIDLC92a2932dc1e,18-24,Tier 1,Free,Premium,1
UIDLC92a822736fc,35-44,Tier 1,Basic,Free,0
UIDLC92ab2ce3182,25-34,Tier 1,Basic,Free,0
UIDLC92acc7a9607,18-24,Tier 1,Basic,Free,0
UIDLC92aefa3942c,45+,Tier 1,Free,Basic,1
UIDLC92b0d78f63b,35-44,Tier 3,Free,Basic,1
UIDLC92b169bf714,18-24,Tier 2,Free,Basic,1
UIDLC92b270433f4,18-24,Tier 3,Premium,Free,0
UIDLC92b523fc947,35-44,Tier 2,Basic,Free,0
UIDLC92b79fe4a32,18-24,Tier 2,Premium,Basic,0
UIDLC92be6a4a239,35-44,Tier 2,Free,Basic,1
UIDLC92bf858a16e,18-24,Tier 2,Basic,Free,0
UIDLC92c1a905951,25-34,Tier 3,Basic,Free,0
UIDLC92c2af102e0,18-24,Tier 1,Basic,Free,0
UIDLC92c3c33df0c,25-34,Tier 1,Basic,Free,0
UIDLC92c4eeec72e,18-24,Tier 1,Basic,Free,0
UIDLC92c95e00e18,45+,Tier 3,Basic,Free,0
UIDLC92ca96bbd2a,35-44,Tier 2,Premium,Free,0
UIDLC92d112d1004,25-34,Tier 2,Basic,Premium,1
UIDLC92d865eb7fc,45+,Tier 1,Premium,Free,0
UIDLC92db607bcba,25-34,Tier 1,Premium,Free,0
UIDLC92de300e0fc,25-34,Tier 1,Premium,Basic,0
UIDLC92e288a2613,35-44,Tier 2,Basic,Free,0
UIDLC92e2bf3f3d2,35-44,Tier 1,Premium,Free,0
UIDLC92e4232fbca,18-24,Tier 3,Premium,Free,0
UIDLC92e4415d243,18-24,Tier 1,Basic,Free,0
UIDLC92e896bc2d8,35-44,Tier 3,Basic,Free,0
UIDLC92ea05982c2,18-24,Tier 3,Premium,Basic,0
UIDLC92f2aa448f2,18-24,Tier 1,Free,Basic,1
UIDLC92f51263be0,35-44,Tier 2,Premium,Free,0
UIDLC92f59f79988,18-24,Tier 1,Premium,Free,0
UIDLC92f802deb46,18-24,Tier 1,Premium,Free,0
UIDLC92f90d62f7d,18-24,Tier 1,Premium,Free,0
UIDLC92fb44d88fb,18-24,Tier 3,Premium,Free,0
UIDLC92fc47d43a4,18-24,Tier 1,Basic,Free,0
UIDLC92fe5d87a1f,25-34,Tier 1,Premium,Basic,0
UIDLC93006b4cd76,35-44,Tier 2,Basic,Free,0
UIDLC93073518b64,18-24,Tier 1,Basic,Free,0
UIDLC930a785f203,25-34,Tier 2,Basic,Premium,1
UIDLC930b4ef1799,25-34,Tier 1,Premium,Basic,0
UIDLC930ce385eb1,35-44,Tier 3,Basic,Premium,1
UIDLC930d66beaf8,18-24,Tier 2,Basic,Free,0
UIDLC930dde0eafe,18-24,Tier 1,Basic,Free,0
UIDLC9311c16ad33,18-24,Tier 3,Premium,Free,0
UIDLC93176af30fc,18-24,Tier 1,Premium,Basic,0
UIDLC9317ba71e7d,35-44,Tier 1,Premium,Free,0
UIDLC931c6924bac,35-44,Tier 1,Basic,Premium,1
UIDLC931da1b1ae4,25-34,Tier 2,Premium,Basic,0
UIDLC932cf77a20a,18-24,Tier 3,Premium,Basic,0
UIDLC932d4b57131,18-24,Tier 3,Basic,Free,0
UIDLC932e7327e07,18-24,Tier 2,Premium,Free,0
UIDLC9332eb175ec,18-24,Tier 1,Basic,Free,0
UIDLC93359eb8313,45+,Tier 2,Premium,Free,0
UIDLC9337d63b2db,35-44,Tier 3,Basic,Free,0
UIDLC933a01c7f59,18-24,Tier 3,Basic,Free,0
UIDLC933b8348a39,35-44,Tier 1,Premium,Free,0
UIDLC933d5281e5c,25-34,Tier 1,Free,Basic,1
UIDLC933e06fede2,45+,Tier 1,Free,Basic,1
UIDLC933e73c2421,45+,Tier 2,Basic,Free,0
UIDLC933f5adab0c,45+,Tier 2,Premium,Free,0
UIDLC93416b709b7,18-24,Tier 2,Basic,Free,0
UIDLC9341dd7c8e6,35-44,Tier 2,Free,Basic,1
UIDLC9342cde4eed,25-34,Tier 3,Premium,Basic,0
UIDLC9348a4c29bf,18-24,Tier 2,Basic,Free,0
UIDLC9348d602016,25-34,Tier 2,Free,Basic,1
UIDLC934efc7ed28,35-44,Tier 3,Basic,Free,0
UIDLC9357d463a73,25-34,Tier 3,Premium,Free,0
UIDLC935d68f8dda,45+,Tier 2,Basic,Free,0
UIDLC935f90655d5,18-24,Tier 2,Premium,Free,0
UIDLC93634596c3e,18-24,Tier 2,Basic,Free,0
UIDLC9365106dd68,25-34,Tier 2,Basic,Free,0
UIDLC93665b8e962,25-34,Tier 1,Basic,Free,0
UIDLC93667bee568,25-34,Tier 3,Basic,Free,0
UIDLC936c6b03fb2,18-24,Tier 2,Premium,Free,0
UIDLC936e11f429e,18-24,Tier 2,Premium,Free,0
UIDLC936e4a244d5,25-34,Tier 3,Premium,Free,0
UIDLC936e7a15fbf,45+,Tier 3,Premium,Free,0
UIDLC936eb704fa9,35-44,Tier 2,Basic,Free,0
UIDLC937064feafc,18-24,Tier 3,Basic,Free,0
UIDLC9373af09054,18-24,Tier 3,Basic,Premium,1
UIDLC937553efe91,18-24,Tier 3,Basic,Free,0
UIDLC937a581b818,18-24,Tier 1,Premium,Basic,0
UIDLC937e07335e5,18-24,Tier 2,Premium,Free,0
UIDLC937f608b575,18-24,Tier 2,Premium,Free,0
UIDLC9380da933ff,18-24,Tier 1,Premium,Free,0
UIDLC938147220c5,35-44,Tier 2,Premium,Free,0
UIDLC93865f80db3,35-44,Tier 2,Premium,Free,0
UIDLC93890528532,35-44,Tier 3,Premium,Free,0
UIDLC938fbbd4be4,18-24,Tier 1,Premium,Basic,0
UIDLC938ffccf376,18-24,Tier 2,Basic,Free,0
UIDLC93946f38a19,45+,Tier 2,Basic,Free,0
UIDLC93991584660,18-24,Tier 2,Premium,Free,0
UIDLC9399e713d0d,45+,Tier 1,Premium,Free,0
UIDLC939b8e04812,25-34,Tier 3,Basic,Free,0
UIDLC939ba54d975,18-24,Tier 1,Premium,Free,0
UIDLC939c961d0d2,25-34,Tier 3,Basic,Free,0
UIDLC93a00b51888,35-44,Tier 3,Basic,Premium,1
UIDLC93a3a0eaf39,18-24,Tier 1,Basic,Free,0
UIDLC93a56fe647b,18-24,Tier 3,Premium,Free,0
UIDLC93a9d9a5c3a,25-34,Tier 1,Basic,Premium,1
UIDLC93adcf828c0,18-24,Tier 2,Premium,Free,0
UIDLC93ae0d97fef,45+,Tier 3,Basic,Free,0
UIDLC93b16340fab,25-34,Tier 3,Free,Basic,1
UIDLC93b4a5dd74e,18-24,Tier 1,Premium,Free,0
UIDLC93b589d6b8e,35-44,Tier 2,Free,Basic,1
UIDLC93bbeca5330,25-34,Tier 1,Basic,Premium,1
UIDLC93bda3d0df5,45+,Tier 2,Premium,Basic,0
UIDLC93c451aba60,25-34,Tier 1,Basic,Free,0
UIDLC93c85ab36c6,18-24,Tier 1,Basic,Free,0
UIDLC93c95ced0ea,18-24,Tier 2,Premium,Free,0
UIDLC93cb8eb8553,25-34,Tier 1,Premium,Free,0
UIDLC93cc5b57955,35-44,Tier 1,Free,Premium,1
UIDLC93d00c981cb,35-44,Tier 1,Premium,Basic,0
UIDLC93d276db621,25-34,Tier 1,Basic,Free,0
UIDLC93d29ac3862,35-44,Tier 2,Premium,Free,0
UIDLC93d7addfe5c,25-34,Tier 1,Basic,Free,0
UIDLC93da5bb23a0,45+,Tier 2,Premium,Basic,0
UIDLC93dc8a0cff2,25-34,Tier 1,Premium,Basic,0
UIDLC93e7a35cbc3,18-24,Tier 1,Basic,Free,0
UIDLC93eb410dbe0,45+,Tier 2,Premium,Basic,0
UIDLC93ecc367fb3,18-24,Tier 2,Premium,Basic,0
UIDLC93ef6daa808,18-24,Tier 2,Premium,Basic,0
UIDLC93f343adc5e,45+,Tier 1,Premium,Basic,0
UIDLC93f774ac5ef,18-24,Tier 2,Premium,Basic,0
UIDLC93fa5744290,18-24,Tier 2,Premium,Basic,0
UIDLC9402b3bb7ca,25-34,Tier 3,Basic,Free,0
UIDLC94041107957,25-34,Tier 3,Basic,Free,0
UIDLC9404adf7998,35-44,Tier 3,Basic,Free,0
UIDLC9404bd4fc51,25-34,Tier 3,Premium,Basic,0
UIDLC940551d11f8,18-24,Tier 3,Premium,Free,0
UIDLC9405e21f818,18-24,Tier 3,Premium,Free,0
UIDLC94062c06a18,18-24,Tier 2,Basic,Free,0
UIDLC9407753c4da,25-34,Tier 1,Basic,Premium,1
UIDLC94096f5db5d,25-34,Tier 2,Basic,Free,0
UIDLC940d02e7f4d,25-34,Tier 1,Premium,Free,0
UIDLC941512d96b8,18-24,Tier 1,Premium,Free,0
UIDLC9415e71f220,35-44,Tier 3,Basic,Free,0
UIDLC9415f5331bd,25-34,Tier 2,Premium,Free,0
UIDLC9416f56c86d,35-44,Tier 3,Basic,Free,0
UIDLC941a112022f,25-34,Tier 2,Basic,Free,0
UIDLC941b11268d6,45+,Tier 2,Free,Premium,1
UIDLC942185c1401,25-34,Tier 2,Free,Basic,1
UIDLC942a1d1d03d,18-24,Tier 3,Premium,Basic,0
UIDLC942a7d41dbf,18-24,Tier 1,Premium,Free,0
UIDLC942fd8ea8f4,25-34,Tier 1,Basic,Free,0
UIDLC9431ff60fe8,35-44,Tier 2,Basic,Free,0
UIDLC943d5a12631,35-44,Tier 1,Basic,Premium,1
UIDLC943ecbe7923,35-44,Tier 2,Basic,Free,0
UIDLC943f2949b79,18-24,Tier 2,Premium,Basic,0
UIDLC943f59057a3,25-34,Tier 2,Basic,Free,0
UIDLC943fe32abb5,25-34,Tier 2,Basic,Free,0
UIDLC9444d53d2e2,25-34,Tier 1,Basic,Free,0
UIDLC94453cb9207,18-24,Tier 1,Premium,Free,0
UIDLC944721326ff,25-34,Tier 1,Premium,Free,0
UIDLC9447d3a855b,25-34,Tier 1,Premium,Basic,0
UIDLC94496160b05,25-34,Tier 1,Premium,Basic,0
UIDLC944a826057e,35-44,Tier 3,Free,Basic,1
UIDLC944de08a155,18-24,Tier 2,Basic,Free,0
UIDLC944ef16066e,18-24,Tier 2,Basic,Free,0
UIDLC94500ab63af,25-34,Tier 3,Basic,Free,0
UIDLC94502802c7e,18-24,Tier 3,Basic,Free,0
UIDLC945335d55bf,18-24,Tier 2,Basic,Free,0
UIDLC9456d9244bb,25-34,Tier 3,Basic,Free,0
UIDLC945aeb2c8ba,35-44,Tier 3,Premium,Free,0
UIDLC945d7dd7936,25-34,Tier 3,Basic,Free,0
UIDLC94600e71877,25-34,Tier 2,Premium,Free,0
UIDLC9461eeb8152,25-34,Tier 1,Premium,Basic,0
UIDLC94667613290,18-24,Tier 1,Premium,Basic,0
UIDLC9466d78da26,25-34,Tier 3,Free,Premium,1
UIDLC946a85d5b82,45+,Tier 1,Basic,Free,0
UIDLC94717f3bd3d,35-44,Tier 1,Basic,Premium,1
UIDLC947205fe14b,25-34,Tier 2,Premium,Basic,0
UIDLC94743f06ada,18-24,Tier 2,Basic,Free,0
UIDLC94769606555,25-34,Tier 1,Basic,Free,0
UIDLC9478fdb6d06,25-34,Tier 2,Basic,Free,0
UIDLC947933231b4,35-44,Tier 1,Basic,Premium,1
UIDLC9479d95a830,25-34,Tier 3,Basic,Free,0
UIDLC947c1100855,25-34,Tier 3,Basic,Premium,1
UIDLC947f3647b4f,45+,Tier 1,Premium,Basic,0
UIDLC9484548a8ac,18-24,Tier 2,Premium,Free,0
UIDLC94845f27e3a,35-44,Tier 2,Premium,Free,0
UIDLC9489393a58c,18-24,Tier 1,Basic,Free,0
UIDLC948ad0e92f4,25-34,Tier 1,Premium,Free,0
UIDLC9495b506358,25-34,Tier 2,Basic,Free,0
UIDLC9496a4f75ec,18-24,Tier 2,Basic,Free,0
UIDLC9496aa9478f,25-34,Tier 2,Basic,Free,0
UIDLC94972de6867,25-34,Tier 3,Premium,Free,0
UIDLC949a8e39b9b,25-34,Tier 1,Basic,Free,0
UIDLC949b9a7b4d3,25-34,Tier 3,Free,Premium,1
UIDLC949fbf6efa4,25-34,Tier 2,Premium,Free,0
UIDLC94a508fc4ff,45+,Tier 2,Premium,Basic,0
UIDLC94a576e02fa,18-24,Tier 3,Premium,Basic,0
UIDLC94a99fee615,18-24,Tier 3,Basic,Free,0
UIDLC94aa0e24b0d,35-44,Tier 2,Basic,Free,0
UIDLC94aab21a100,35-44,Tier 2,Free,Basic,1
UIDLC94b24a2c746,35-44,Tier 1,Basic,Premium,1
UIDLC94b5b733ebe,35-44,Tier 3,Basic,Premium,1
UIDLC94b847b1034,25-34,Tier 1,Premium,Basic,0
UIDLC94bc7443479,45+,Tier 3,Premium,Free,0
UIDLC94bccd45618,18-24,Tier 1,Free,Basic,1
UIDLC94be3ca270b,18-24,Tier 3,Premium,Free,0
UIDLC94bf9d772a3,18-24,Tier 2,Premium,Free,0
UIDLC94c2b90a71a,18-24,Tier 3,Basic,Free,0
UIDLC94c4dffe82e,35-44,Tier 1,Basic,Free,0
UIDLC94c6389f9e1,45+,Tier 2,Basic,Free,0
UIDLC94c9deb1824,25-34,Tier 1,Premium,Free,0
UIDLC94ca2904838,18-24,Tier 1,Premium,Free,0
UIDLC94ca87507ee,18-24,Tier 2,Premium,Free,0
UIDLC94caeaa3c43,25-34,Tier 3,Basic,Free,0
UIDLC94cf628b7c5,25-34,Tier 3,Basic,Premium,1
UIDLC94d2a7c16c2,18-24,Tier 2,Basic,Free,0
UIDLC94d2ff2896b,25-34,Tier 2,Premium,Free,0
UIDLC94d571b8f04,18-24,Tier 1,Basic,Free,0
UIDLC94dd2be6cea,25-34,Tier 2,Basic,Free,0
UIDLC94de2b7a5cd,18-24,Tier 3,Basic,Free,0
UIDLC94df74e7831,25-34,Tier 3,Basic,Free,0
UIDLC94e61375aeb,25-34,Tier 3,Basic,Free,0
UIDLC94ebb32f5ca,35-44,Tier 2,Basic,Free,0
UIDLC94ed6c970c6,25-34,Tier 2,Free,Basic,1
UIDLC94f1b784f79,25-34,Tier 2,Basic,Free,0
UIDLC94fa5915f94,35-44,Tier 3,Basic,Free,0
UIDLC94fcad027e4,18-24,Tier 1,Premium,Free,0
UIDLC9501145af2a,18-24,Tier 3,Basic,Free,0
UIDLC9501b1a175c,45+,Tier 1,Free,Basic,1
UIDLC9508fccf241,18-24,Tier 2,Premium,Free,0
